Cliente;Material;Tipo material;Texto breve de material;Nombre Fabricante;Numero Pieza de Fabricante;Centro área pl.nec.;Almacén;Caract.planif.nec.;Punto de pedido;Stock alm.máx.;Grupo de compras;Denominación GrpComp;Rubro;SubRubro;Unidad de peso;TIPO DOC;ESTADO ITEM;NRO. VA01/VA21;NRO. OC;FECHA RECEPCION;FECHA PICKING;FECHA CONTABILIZACION VL;FECHA ENTREGA ESPERADA;FECHA DE EMISION NECESIDAD;GRUPO DE COMPRA OC;NRO. SOLPED
00377-YPF 3° loop;1001771;ZSTO;GRILLETECORAZON6,5TONELADASC CERTIFICADO;;;MR01;377;V1;1;2;C27;FERRETERIA MR01;SEGURIDAD;SERVICIOS GENERALES;KG;ZPAS;EMBALADO;1000088031;;;22/5/2026;;29/5/2026;8/5/2026;;
00377-YPF 3° loop;1003224;ZSTO;7ILTRO DE UREA A BOMBA;CNH // CNH;500055972 // 2997594;MR01;377;V1;1;2;F09;FILTRO DE UREA;FILTROS;IVECO TRAKKER 410 T 44 EUROTRO;KG;ZPAS;DESPACHADO;1000088137;;;13/5/2026;21/5/2026;1/6/2026;11/5/2026;;
00377-YPF 3° loop;1029764;ZSTO;CORREA MOTOR 8PK1660;KOMATSU HO;8PK1660;MR01;377;V1;1;2;C03;EQUIPOS;CORREAS;CORREAS;KG;ZPAN;EMBALADO;1000088139;4500127986;20/5/2026;20/5/2026;;1/6/2026;11/5/2026;C03;10149775
00377-YPF 3° loop;1016920;ZSSD;SOGA NAUTICA 12MM;;MÚLT. 100 MTS;MR01;377;V1;200;400;C27;FERRETERIA MR01;FERRETERIA;FERRETERIA;KG;ZPAN;SIN TRATAMIENTO;1000088924;;;;;22/6/2026;22/5/2026;;10150792
00372 UTE 372 GEO POSCO II;1001778;ZSTO;YERBA MATE X 500GRS X UN;;;U003;372;V1;31;50;C17;INSUMOS A;ALIMENTOS;?;KG;MOVIMIENTO 315 PENDIENTE;;;;;;;;;;
00372 UTE 372 GEO POSCO II;1001841;ZSTO;CAMARA 12.00 R20;;MARCA DONGAH // MARCA PIRELLI;U003;372;V1;1;2;C52;CAMARAS;CUBIERTAS;CUBIERTAS;KG;MOVIMIENTO 315 PENDIENTE;;;;;;;;;;
00372 UTE 372 GEO POSCO II;1022791;ZSTO;CORREA;;0511-0260;U003;372;V1;1;1;C03;EQUIPOS;CORREAS;G. ELECT. ONAN C 110 D 5 - 4;KG;MOVIMIENTO 315 PENDIENTE;;;;;;;;;;
00372 UTE 372 GEO POSCO II;1048105;ZSTO;CADENA COMPLETA;;147.319;U003;372;RE;1;4;CGT;GC Geotextiles;REPUESTOS;?;KG;MOVIMIENTO 315 PENDIENTE;;;;;;;;;;
00223 Comp Amb Santa Fe;1001757;ZSTO;BOTIN MARRON/NEGRO FLOR P.ACERO N 41;CONWORK // VORAN // CALZADOS A // // // // BORIS;53BAF // CRONOS N T41 // ESCORPIO PRUS 1050 T41 // RINGO MOD BOLT TALLE 41 // RINGO-MOD PUNCH TALLE 41 // SKIWAY MOD. 3243 T41 // 3305 T41;MR01;223;V1;1;2;C28;SEGURIDAD/ROPA/EPP;SEGURIDAD;CALZADO;KG;SIN PEDIDO;;;;;;;;;;
00314 CASA Olavarría;1000037;ZSTO;FILTRO VENTILACION TANQUE HIDRAULICO;VOLVO CONS;VOE11707077;MM01;26;V1;1;3;F04;FILTRO AIRE;FILTROS;CARGADORA VOLVO L220G;KG;SIN PEDIDO;;;;;;;;;;
00314 CASA Olavarría;1002899;ZSTO;FILTRO COMBUSTIBLE;FLEETGUARD // DONALDSON;FF5488 // P550774;MM01;26;V1;1;2;F06;FILTRO COMBUSTIBLE;FILTROS;VW 31-320-19360;KG;SIN PEDIDO;;;;;;;;;;
00314 CASA Olavarría;1004313;ZSTO;ACEITE TRANSMISSION OIL AT102 X 200LTS;VOLVO CONS;VOE15143389 / 97342;MM01;26;V1;1;3;C29;FILTROS/RESPUESTOS;LUBRICANTES;LUBRICANTES;KG;SIN PEDIDO;;;;;;;;;;
00314 CASA Olavarría;1004589;ZSTO;BROCA T51 89MM 14 BOT. XUN;No aplica;90510341 // 137-6098-49-20;MM01;26;RE;1;2;C29;FILTROS/RESPUESTOS;DESGASTE;DESGASTE;KG;SIN PEDIDO;;;;;;;;;;
00314 CASA Olavarría;1016449;ZSTO;Filtro Aceite Motor;VOLKSWAGEN //;2T0115561 // LF9009;MM01;26;V1;1;2;F03;FILTRO ACEITE;FILTROS;DELIVERY 11.180;KG;SIN PEDIDO;;;;;;;;;;
00314 CASA Olavarría;1035362;ZSTO;JUEGO FILTRO;;VOE17410279;MM01;26;V1;1;3;;;;;KG;SIN PEDIDO;;;;;;;;;;
00314 CASA Olavarría;1001707;ZSTO;CHALECOGRAFANARANJACONREFLETIVOT.XLC2;;MÚLT. 12U;MR01;314;V1;3;6;C28;SEGURIDAD/ROPA/EPP;SEGURIDAD;INDUMENTARIA;KG;SIN PEDIDO;;;;;;;;;;
00314 CASA Olavarría;1001868;ZSTO;FILMSTRECHMANUALXBOBINAx2,70KG;;MEDIDAS 0,50X200METROSX2;MR01;314;V1;2;5;C17;INSUMOS A;LIBRERIA;CINTAS ADHESIVAS;KG;SIN PEDIDO;;;;;;;;;;
00314 CASA Olavarría;1001876;ZSTO;CINTA EMBALAR TRANSPARENTE 48MM X 100 MT;SCOTCH;;MR01;314;V1;6;11;C17;INSUMOS A;LIBRERIA;CINTAS ADHESIVAS;KG;SIN PEDIDO;;;;;;;;;;
00314 CASA Olavarría;1001879;ZSTO;CINTA DE ENMASCARAR 24 MM XROLLO;;;MR01;314;V1;2;5;C17;INSUMOS A;LIBRERIA;CINTAS ADHESIVAS;KG;SIN PEDIDO;;;;;;;;;;
00314 CASA Olavarría;1015803;ZSSD;HOJA DE SIERRA 24D;;;MR01;314;V1;1;2;C27;FERRETERIA MR01;FERRETERIA;INSUMOS;KG;SIN PEDIDO;;;;;;;;;;
00314 CASA Olavarría;1017023;ZSSD;CUADERNO ESPIRAL RAY A4 T.DURA 80 HJ;;;MR01;314;V1;1;3;C17;INSUMOS A;LIBRERIA;ESCRITURA;KG;SIN PEDIDO;;;;;;;;;;
00341 Mov. Suelos San Luis;1001888;ZSTO;BOLSAS RESIDUOS XUN 102X130 NEGRA;;;MR01;341;V1;96;120;C17;INSUMOS A;LIMPIEZA;LIMPIEZA /SEGURIDAD;KG;SIN PEDIDO;;;;;;;;;;
00341 Mov. Suelos San Luis;1001893;ZSTO;BOLSARESIDUPLASTICA60X90NEGRAXROLLOX10UN;;;MR01;341;V1;18;24;C17;INSUMOS A;LIMPIEZA;BOLSAS;KG;SIN PEDIDO;;;;;;;;;;
00365 RIO TINTO;1001788;ZSTO;ACEITE SAE  10W X 205L;YPF S.A. // YPF S.A.;10W // 151592;U365;365;V1;1;2;C29;FILTROS/RESPUESTOS;LUBRICANTES;ACEITES;KG;MOVIMIENTO 313 PENDIENTE;;;;;;;;;;
00365 RIO TINTO;1001956;ZSTO;MASILLA POXILINA 10MIN. X 250 GRS XUN;POXILINA;;U365;365;V1;1;2;C27;FERRETERIA MR01;FERRETERIA;ADHESIVOS/SELLADORES/LUBRICANT;KG;SIN PEDIDO;;;;;;;;;;
00365 RIO TINTO;1017000;ZSSD;USAR 1017009;;;U365;365;V1;9;16;C17;INSUMOS A;LIBRERIA;?;KG;SIN PEDIDO;;;;;;;;;;
00365 RIO TINTO;1017057;ZSSD;FICHA STECK 16 AMP HEMBRA 2 P TIERRA;;;U365;365;V1;2;3;C11;ELECTRICIDAD;ELECTRICIDAD;ACCESORIOS;KG;SIN PEDIDO;;;;;;;;;;
00365 RIO TINTO;1048380;ZSTO;FILTRO DE AIRE;;05727224;U365;365;V1;1;2;C29;FILTROS/RESPUESTOS;REPUESTOS;FILTROS;KG;MOVIMIENTO 313 PENDIENTE;;;;;;;;;;
00365 RIO TINTO;1055845;ZSCD;ANTEOJOS CLEAR UV380;;MARCA:UNIVET/MOD:PRIMO GUARD-CLEAR UV380;U365;365;V1;89;157;C28;SEGURIDAD/ROPA/EPP;;;KG;SIN PEDIDO;;;;;;;;;;
00365 RIO TINTO;1055846;ZSCD;ANTEOJOS SOLAR UV400;;MARCA:UNIVET/MOD:PRIMO GUARD-SOLAR UV400;U365;365;V1;223;392;C28;SEGURIDAD/ROPA/EPP;;;KG;SIN PEDIDO;;;;;;;;;;
00368-YPF Acueducto TBH;1025392;ZSTO;ARANDELA ZAPATA;;5P-6652;MR01;368;V1;2;3;C03;EQUIPOS;DESGASTE;?;KG;SIN PEDIDO;;;;;;;;;;
00368-YPF Acueducto TBH;1025734;ZSTO;BULON ZAPATA;;3B-6753;MR01;368;V1;2;3;C03;EQUIPOS;DESGASTE;?;KG;SIN PEDIDO;;;;;;;;;;
00372 UTE 372 GEO POSCO II;1001808;ZSTO;UREA AZUL 32 X 10 LTS;YPF S.A. // YPF S.A.;516347 // 516347;U003;372;V1;3;7;L02;FLUIDOS;LUBRICANTES;VOLVO FM460;KG;MOVIMIENTO 313 PENDIENTE;;;;;;;;;;
00372 UTE 372 GEO POSCO II;1001828;ZSTO;CUBIERTA 12.00 R20 TG85 (TRACCION);PIRELLI NE // GOOD YEAR // GOOD YEAR // GOOD YEAR // GOOD YEAR // MICHELIN A;TG85 // G-677 MSD // G677 // G677MSD. // G677OTR // XDY;U003;372;V1;2;4;C48;CUBIERTAS CAMIONES;CUBIERTAS;CUBIERTAS;KG;SIN PEDIDO;;;;;;;;;;
00372 UTE 372 GEO POSCO II;1003954;ZSTO;BATERIA 12V 180AMP;;25 PLACAS POR ELEMENTO;U003;372;V1;1;3;C29;FILTROS/RESPUESTOS;REPUESTOS;MAQUINARIA PESADA;KG;MOVIMIENTO 313 PENDIENTE;;;;;;;;;;
00372 UTE 372 GEO POSCO II;1016942;ZSSD;BIBLIORATO PVC A4 LOMO ANCHO;;;U003;372;V1;2;7;C17;INSUMOS A;LIBRERIA;LIBRERIA;KG;MOVIMIENTO 313 PENDIENTE;;;;;;;;;;
00372 UTE 372 GEO POSCO II;1016955;ZSSD;SOGA NAUTICA 10MM;;MÚLT. 100 MTS;U003;372;V1;77;150;C27;FERRETERIA MR01;FERRETERIA;ACCESORIOS;KG;SIN PEDIDO;;;;;;;;;;
00374 TERMINAL PUNTA COLORADA;1001983;ZSTO;VIDRIOP CARETASOLDADOR50X105MMTINTE11;;;MR01;374;V1;5;10;C27;FERRETERIA MR01;SOLDADURA;ACCESORIOS;KG;SIN PEDIDO;;;;;;;;;;
00374 TERMINAL PUNTA COLORADA;1015806;ZSSD;JABÓN LIQUIDO X 5 LTS;;;MR01;374;CL;4;10;C17;INSUMOS A;;;KG;SIN PEDIDO;;;;;;;;;;
00374 TERMINAL PUNTA COLORADA;1017021;ZSSD;CUADERNO ESPIRAL CUAD A4 T.DURA 80 HJ;;;MR01;374;CL;5;10;C17;INSUMOS A;LIBRERIA;LIBRERIA;KG;SIN PEDIDO;;;;;;;;;;
00374 TERMINAL PUNTA COLORADA;1017034;ZSSD;TIJERA 17 CM C MANGO PLASTICO;;;MR01;374;CL;2;4;C17;INSUMOS A;LIBRERIA;ACCESORIOS;KG;SIN PEDIDO;;;;;;;;;;
00374 TERMINAL PUNTA COLORADA;1017085;ZSSD;NIVEL DE BURBUJA DE 100CM;;;MR01;374;V1;4;7;C27;FERRETERIA MR01;FERRETERIA;HERRAMIENTAS;KG;SIN PEDIDO;;;;;;;;;;
00374 TERMINAL PUNTA COLORADA;1017220;ZSSD;REGLA PLASTICA 30 CM;;;MR01;374;CL;3;6;C17;INSUMOS A;LIBRERIA;ACCESORIOS;KG;SIN PEDIDO;;;;;;;;;;
00374 TERMINAL PUNTA COLORADA;1025949;ZSSD;MECHA ACERO RAPIDO D10 MM;;;MR01;374;V1;4;8;C27;FERRETERIA MR01;FERRETERIA;INSUMOS;KG;SIN PEDIDO;;;;;;;;;;
00374 TERMINAL PUNTA COLORADA;1025950;ZSSD;MECHA ACERO RAPIDO D6 MM;;;MR01;374;V1;4;8;C27;FERRETERIA MR01;FERRETERIA;INSUMOS;KG;SIN PEDIDO;;;;;;;;;;
00374 TERMINAL PUNTA COLORADA;1026936;ZSCD;NIVEL DE BURBUJA 60CM;;;MR01;374;V1;2;4;C27;FERRETERIA MR01;FERRETERIA;INSUMOS;KG;SIN PEDIDO;;;;;;;;;;
00374 TERMINAL PUNTA COLORADA;1047248;ZSCD;"TIJERA CORTAPERNO 24"" (HASTA D10MM)";;;MR01;374;V1;1;3;C27;FERRETERIA MR01;FERRETERIA;HERRAMIENTA MANUAL;KG;SIN PEDIDO;;;;;;;;;;
00374 TERMINAL PUNTA COLORADA;1047250;ZSCD;"TIJERA CORTAPERNO 8"" (HASTA D3MM)";;;MR01;374;V1;1;3;C27;FERRETERIA MR01;FERRETERIA;HERRAMIENTA MANUAL;KG;SIN PEDIDO;;;;;;;;;;
00374 TERMINAL PUNTA COLORADA;1047258;ZSCD;MECHA ACERO RAPIDO D12MM;;;MR01;374;V1;2;6;C27;FERRETERIA MR01;FERRETERIA;ACCESORIOS;KG;SIN PEDIDO;;;;;;;;;;
00374 TERMINAL PUNTA COLORADA;1055217;ZSCD;NIVEL DE MANO IMANTADO X20CM;;;MR01;374;V1;5;15;C27;FERRETERIA MR01;FERRETERIA;?;KG;SIN PEDIDO;;;;;;;;;;
00374 TERMINAL PUNTA COLORADA;1055218;ZSCD;NIVEL DE MANO IMANTADO X60CM;;;MR01;374;V1;5;15;C27;FERRETERIA MR01;FERRETERIA;?;KG;SIN PEDIDO;;;;;;;;;;
00374 TERMINAL PUNTA COLORADA;1055220;ZSCD;NIVEL DE MANO IMANTADO X100CM;;;MR01;374;V1;5;15;C27;FERRETERIA MR01;FERRETERIA;?;KG;SIN PEDIDO;;;;;;;;;;
00377-YPF 3° loop;1004023;ZSTO;LAMPARA 12V-21 5 X UN;;PATAPAREJABA15D;MR01;377;V1;10;15;C29;FILTROS/RESPUESTOS;REPUESTOS;ELECTRICIDAD AUTOMOTOR;KG;SIN PEDIDO;;;;;;;;;;
00377-YPF 3° loop;1004028;ZSTO;LAMPARA 12V-16W S CULOTE X UN;;W16W;MR01;377;V1;10;15;C29;FILTROS/RESPUESTOS;REPUESTOS;ELECTRICIDAD AUTOMOTOR;KG;SIN PEDIDO;;;;;;;;;;
