CLIENTE;NRO. VA01/VA21;POS VA01/VA21;CLASE DE DOC;REF.CLIENTE;DOC. REF;PRIORIDAD;MOT. RECHAZO;INDICADOR DE BLOQUEO;FECHA DE BLOQUEO;OPERADOR DE VA;CODIGO ITEM;DESCRIPCION ITEM;CANTIDAD SOLICITADA;TIPO DE ITEM;ESTADO ITEM;CENTRO;PLAZO LOGISTICO;FECHA DE EMISION NECESIDAD;FECHA ENTREGA ESPERADA;MES ENTREGA;NRO. SOLPED;POS. SOLPED;REPARTOS;FECHA EMISION SOLPED;FECHA APROBACION SOLPED;GRUPO DE COMPRA;NRO. OC;POS. OC;ALMACEN OC;Q CANT. OC;OPERADOR OC;FECHA EMISION OC;FECHA APROBACION FINAL OC;PRIMERA FECHA ENTREGA OC;FECHA ENTREGA OC;GRUPO DE COMPRA OC;PROVEEDOR;ADJUDICADO EN OC;CANTIDAD PENDIENTE DE ADJUDICAR;CANTITAD TOTAL PENDIENTE RECEP.;CANTIDAD TOTAL RECEPCIONADA;NRO. RECEPCION;FECHA RECEPCION;ALMACEN RECEPCION 1;NRO POSICION RECEPCION 1;Q RECEP. DE OC;FECHA SELLO;OPERADOR RECEPCION;TEXTO COMENTARIO;NRO. VL;CANTIDAD PICKING;Q VL;OPERADOR PICKING;FECHA PICKING;FECHA CONTABILIZACION VL;NRO DE CARGA;TXT CARGA;RESPONSABLE DE CARGA;FECHA DE CARGA;NRO. ALMACENAMIENTO;CANTIDAD ALMACENADA;OPERADOR ALMACENAMIENTO;FECHA ALMACENAMIENTO (LOGIN);FECHA DE ALMACENAMIENTO SELLO;FECHA CUMPLIMIENTO FINAL UNIFICADA;COMPROMETIDOS;ENTREGADOS;NO ENTREGADOS;NO ENTREGADOS CRITICOS;NO ENTREGADOS NO CRITICOS;ENTREGADOS AT;ENTREGADOS AT CRITICOS;ENTREGADOS AT NO CRITICOS;ENTREGADOS FT;ENTREGADOS FT CRITICOS;ENTREGADOS FT NO CRITICOS;DIAS DE DEMORA;CLASIFICACION;Año;Personalizado;Valor objetivo cumpli;Demora Max Objetivo;Demora-7;DemoraMaxObjetivo;CLASIFICACION 2;Columna1;Columna2;CONCATENA;BUSCA EL ALMACEN ;Vacío
00374 TERMINAL PUNTA COLORADA;1000070340;60;ZPAN;PEDIDO ADMINISTRACIÓ;;0;;;;MREYNA;1017263;MOPA;3;Materiales usuales;CUMPLIDO;MR01;1;16/7/2025;5/8/2025;agosto;10126237;60;1;16/7/2025;16/7/2025;374;4500103879;10;0374;1;WDILLMAN;17/7/2025;17/7/2025;29/7/2025;29/7/2025;374;CHEN WENRONG;3;0;;3;5000139240;19/7/2025;0374;1;1;19/7/2025;LFALCON;;;0;0;;;;;;;;;0;;;;19/7/2025;1;1;0;0;0;1;0;1;0;0;0;;SEDE;2025;Período Contable;0,75;7;;7;SEDE;#N/D;#N/D;1017263374;374;
00374 TERMINAL PUNTA COLORADA;1000070346;10;ZPAS;OT 50019629;;0;;;;MREYNA;1003454;ESPEJO UNIVERSAL;2;Materiales Stock;CUMPLIDO;MR01;1;16/7/2025;15/9/2025;septiembre;;0;0;;;;;0;;0;;;;;;;;0;0;;0;;;0374;1;0;;;;8000072969;2;2;FDEICAS;17/7/2025;28/7/2025;10646;2 LB 374;LBARTON;17/7/2025;4900354330;2;LFALCON;19/8/2025;19/8/2025;19/8/2025;1;1;0;0;0;1;0;1;0;0;0;;PAÑOL;2025;Período Contable;0,75;7;;7;PAÑOL;#N/D;#N/D;1003454374;374;
00374 TERMINAL PUNTA COLORADA;1000070372;10;ZPAN;50019662;;0;;;;MREYNA;1015947;MANG COMB GOMA C/TELA 50 MM 20 BAR E 3MT;1;Materiales genericos;CUMPLIDO;MR01;22;16/7/2025;5/8/2025;agosto;10126260;10;1;16/7/2025;17/7/2025;C03;4500104046;10;P374;1;GROSES;18/7/2025;18/7/2025;5/8/2025;5/8/2025;C03;GOMATEX SRL;1;0;;1;5000139208;18/7/2025;P374;1;1;18/7/2025;DCALLE;;;0;0;;;;;;;;;0;;;;18/7/2025;1;1;0;0;0;1;0;1;0;0;0;;EQUIPOS;2025;Período Contable;0,75;7;;7;COMPRAS EQUIPOS REP;#N/D;#N/D;1015947374;374;
00374 TERMINAL PUNTA COLORADA;1000070393;10;ZPAN;PM MANTENIMIENTO ELE;;0;;;;MREYNA;1012806;CABLE PUESTA TIERRA 10MM;20;Materiales genericos;CUMPLIDO;MR01;1;16/7/2025;5/8/2025;agosto;10126274;10;1;16/7/2025;17/7/2025;374;4500104332;20;0374;1;WDILLMAN;23/7/2025;23/7/2025;1/8/2025;1/8/2025;374;VALLE INFERIOR SA;20;0;;20;5000140461;1/8/2025;0374;2;1;1/8/2025;LFALCON;;;0;0;;;;;;;;;0;;;;1/8/2025;1;1;0;0;0;1;0;1;0;0;0;;SEDE;2025;Período Contable;0,75;7;;7;SEDE;#N/D;#N/D;1012806374;374;
00374 TERMINAL PUNTA COLORADA;1000070393;20;ZPAN;PM MANTENIMIENTO ELE;;0;;;;MREYNA;1012807;"MORSETO PUESTA A TIERRA 5/8""";10;Materiales genericos;CUMPLIDO;MR01;1;16/7/2025;5/8/2025;agosto;10126274;20;1;16/7/2025;17/7/2025;374;4500104332;50;0374;1;WDILLMAN;23/7/2025;23/7/2025;1/8/2025;1/8/2025;374;VALLE INFERIOR SA;10;0;;10;5000140461;1/8/2025;0374;5;1;1/8/2025;LFALCON;;;0;0;;;;;;;;;0;;;;1/8/2025;1;1;0;0;0;1;0;1;0;0;0;;SEDE;2025;Período Contable;0,75;7;;7;SEDE;#N/D;#N/D;1012807374;374;
00374 TERMINAL PUNTA COLORADA;1000070393;30;ZPAN;PM MANTENIMIENTO ELE;;0;;;;MREYNA;1011066;DISYUNTOR BIPOLAR 2X40A;2;Materiales usuales;CUMPLIDO;MR01;1;16/7/2025;5/8/2025;agosto;10126274;30;1;16/7/2025;17/7/2025;374;4500104332;10;0374;1;WDILLMAN;23/7/2025;23/7/2025;1/8/2025;1/8/2025;374;VALLE INFERIOR SA;2;0;;2;5000140461;1/8/2025;0374;1;1;1/8/2025;LFALCON;;;0;0;;;;;;;;;0;;;;1/8/2025;1;1;0;0;0;1;0;1;0;0;0;;SEDE;2025;Período Contable;0,75;7;;7;SEDE;#N/D;#N/D;1011066374;374;
00374 TERMINAL PUNTA COLORADA;1000070393;40;ZPAN;PM MANTENIMIENTO ELE;;0;;;;MREYNA;1012127;PRECINTOS NYLON 3,6 X 150 MM NEGROS X100;1;Materiales usuales;CUMPLIDO;MR01;1;16/7/2025;5/8/2025;agosto;10126274;40;1;16/7/2025;17/7/2025;374;4500104564;20;0374;1;WDILLMAN;25/7/2025;25/7/2025;4/8/2025;4/8/2025;374;SCHVAB JULIO CESAR;1;0;;1;5000139933;26/7/2025;0374;2;1;26/7/2025;LFALCON;;;0;0;;;;;;;;;0;;;;26/7/2025;1;1;0;0;0;1;0;1;0;0;0;;SEDE;2025;Período Contable;0,75;7;;7;SEDE;#N/D;#N/D;1012127374;374;
00374 TERMINAL PUNTA COLORADA;1000070393;50;ZPAN;PM MANTENIMIENTO ELE;;0;;;;MREYNA;1012807;GUARDAMOTOR TRIPOLAR REGUL. 9 A 14 AMP;1;Materiales genericos;CUMPLIDO;MR01;1;16/7/2025;5/8/2025;agosto;10126274;50;1;16/7/2025;17/7/2025;374;4500104332;40;0374;1;WDILLMAN;23/7/2025;23/7/2025;1/8/2025;1/8/2025;374;VALLE INFERIOR SA;1;0;;1;5000140461;1/8/2025;0374;4;1;1/8/2025;LFALCON;;;0;0;;;;;;;;;0;;;;1/8/2025;1;1;0;0;0;1;0;1;0;0;0;;SEDE;2025;Período Contable;0,75;7;;7;SEDE;#N/D;#N/D;1012807374;374;
00374 TERMINAL PUNTA COLORADA;1000070393;60;ZPAN;PM MANTENIMIENTO ELE;;0;;;;MREYNA;1012807;GUARDAMOTOR TRIPOLAR REGUL. 1 A 10 AMP;1;Materiales genericos;CUMPLIDO;MR01;1;16/7/2025;5/8/2025;agosto;10126274;60;1;16/7/2025;17/7/2025;374;4500104332;30;0374;1;WDILLMAN;23/7/2025;23/7/2025;1/8/2025;1/8/2025;374;VALLE INFERIOR SA;1;0;;1;5000140461;1/8/2025;0374;3;1;1/8/2025;LFALCON;;;0;0;;;;;;;;;0;;;;1/8/2025;1;1;0;0;0;1;0;1;0;0;0;;SEDE;2025;Período Contable;0,75;7;;7;SEDE;#N/D;#N/D;1012807374;374;
00374 TERMINAL PUNTA COLORADA;1000070422;10;ZPAS;REF STOCK 0374;;0;;;;AGUERRERO;1002309;PROTECTOR ESCARIFICADOR X UN;22;Materiales Stock;CUMPLIDO;MR01;1;17/7/2025;6/8/2025;agosto;;0;0;;;;;0;;0;;;;;;;;0;0;;0;;;0374;1;0;;;;8000073030;22;4;FDEICAS;18/7/2025;28/7/2025;10655;2 LB 374;LBARTON;18/7/2025;4900351562;22;LFALCON;11/8/2025;5/8/2025;5/8/2025;1;1;0;0;0;1;0;1;0;0;0;;PAÑOL;2025;Período Contable;0,75;7;;7;PAÑOL;1002309;0;1002309374;374;
00374 TERMINAL PUNTA COLORADA;1000070423;10;ZPAN;REF STOCK 0374;;0;;;;AGUERRERO;1001682;MAMELUCODE CLAMINADOL XL60GRBLANCO;150;Materiales Stock;CUMPLIDO;MR01;1;17/7/2025;6/8/2025;agosto;10126320;10;1;17/7/2025;17/7/2025;374;4500103995;10;0374;1;WDILLMAN;18/7/2025;18/7/2025;1/8/2025;1/8/2025;374;SCHVAB JULIO CESAR;150;0;;150;5000139913;26/7/2025;0374;1;1;26/7/2025;LFALCON;;8000073485;150;1;LFALCON;26/7/2025;26/7/2025;;;;;4900346884;150;LFALCON;26/7/2025;26/7/2025;26/7/2025;1;1;0;0;0;1;0;1;0;0;0;;SEDE;2025;Período Contable;0,75;7;;7;SEDE;1001682;0;1001682374;374;
00374 TERMINAL PUNTA COLORADA;1000070423;20;ZPAN;REF STOCK 0374;;0;;;;AGUERRERO;1001862;TALONARIO REMITO X TRIPLICADO X 25 H.;10;Materiales Stock;CUMPLIDO;MR01;1;17/7/2025;6/8/2025;agosto;10126320;20;1;17/7/2025;17/7/2025;374;4500104342;10;0374;1;WDILLMAN;23/7/2025;23/7/2025;5/8/2025;5/8/2025;374;GALVAN ADELA GLADYS;10;0;;10;5000140311;31/7/2025;0374;1;1;31/7/2025;LFALCON;;8000073774;10;1;LFALCON;31/7/2025;31/7/2025;;;;;4900348427;10;LFALCON;31/7/2025;31/7/2025;31/7/2025;1;1;0;0;0;1;0;1;0;0;0;;SEDE;2025;Período Contable;0,75;7;;7;SEDE;1001862;0;1001862374;374;
00374 TERMINAL PUNTA COLORADA;1000070423;30;ZPAN;REF STOCK 0374;;0;;;;AGUERRERO;1017010;BOLIGRAFO TRAZO FINO AZUL;150;Materiales Stock S/Devol;CUMPLIDO;MR01;1;17/7/2025;6/8/2025;agosto;10126320;30;1;17/7/2025;17/7/2025;374;4500103955;50;0374;1;WDILLMAN;17/7/2025;17/7/2025;29/7/2025;4/8/2025;374;FARIAS DARIO GUSTAVO;150;0;;150;5000140425;1/8/2025;0374;3;1;1/8/2025;LFALCON;;;0;0;;;;;;;;;0;;;;1/8/2025;1;1;0;0;0;1;0;1;0;0;0;;SEDE;2025;Período Contable;0,75;7;;7;SEDE;1017010;0;1017010374;374;
00374 TERMINAL PUNTA COLORADA;1000070423;40;ZPAN;REF STOCK 0374;;0;;;;AGUERRERO;1017031;GUANTES ALTO IMPACTO X PAR;600;Materiales Stock S/Devol;CUMPLIDO;MR01;1;17/7/2025;11/8/2025;agosto;10126320;40;1;17/7/2025;17/7/2025;C28;4500104658;10;0374;2;GJULIANI;28/7/2025;29/7/2025;8/8/2025;8/8/2025;C28;SI (SERVICIOS INDUSTRIALES) SIERRA;600;0;;600;5000140693;4/8/2025;0374;1;1;2/8/2025;ACHIAINO;;8000073943;600;1;ACHIAINO;4/8/2025;4/8/2025;;;;;4900349352;600;ACHIAINO;4/8/2025;4/8/2025;4/8/2025;1;1;0;0;0;1;0;1;0;0;0;;SEDE;2025;Período Contable;0,75;7;;7;SEDE;#N/D;#N/D;1017031374;374;
00374 TERMINAL PUNTA COLORADA;1000070427;10;ZPAN;PM ADMINISTRACION CA;;0;;;;MREYNA;1011154;CAMA SOMMIER 1 1/2 PLAZA;1;Materiales usuales;CUMPLIDO;MR01;22;17/7/2025;6/8/2025;agosto;10126324;10;1;17/7/2025;17/7/2025;374;4500104050;40;P374;1;WDILLMAN;18/7/2025;18/7/2025;30/7/2025;30/7/2025;374;CASA PATRICELLI SOC. LEY 19550 CAP.;1;0;;1;5000139252;19/7/2025;P374;3;1;19/7/2025;DCALLE;;;0;0;;;;;;;;;0;;;;19/7/2025;1;1;0;0;0;1;0;1;0;0;0;;SEDE;2025;Período Contable;0,75;7;;7;SEDE;#N/D;#N/D;1011154374;374;
00374 TERMINAL PUNTA COLORADA;1000070427;20;ZPAN;PM ADMINISTRACION CA;;0;;;;MREYNA;1011166;JUEGO SABANAS 1 1/2 PLAZA;4;Materiales usuales;CUMPLIDO;MR01;22;17/7/2025;6/8/2025;agosto;10126324;20;1;17/7/2025;17/7/2025;374;4500104050;80;P374;1;WDILLMAN;18/7/2025;18/7/2025;30/7/2025;30/7/2025;374;CASA PATRICELLI SOC. LEY 19550 CAP.;4;0;;4;5000139252;19/7/2025;P374;6;1;19/7/2025;DCALLE;;;0;0;;;;;;;;;0;;;;19/7/2025;1;1;0;0;0;1;0;1;0;0;0;;SEDE;2025;Período Contable;0,75;7;;7;SEDE;#N/D;#N/D;1011166374;374;
00374 TERMINAL PUNTA COLORADA;1000070427;30;ZPAN;PM ADMINISTRACION CA;;0;;;;MREYNA;1011167;JUEGO SABANAS 2 1/2 PLAZAS;2;Materiales usuales;CUMPLIDO;MR01;22;17/7/2025;6/8/2025;agosto;10126324;30;1;17/7/2025;17/7/2025;374;4500104050;70;P374;1;WDILLMAN;18/7/2025;18/7/2025;30/7/2025;30/7/2025;374;CASA PATRICELLI SOC. LEY 19550 CAP.;2;0;;2;5000139252;19/7/2025;P374;5;1;19/7/2025;DCALLE;;;0;0;;;;;;;;;0;;;;19/7/2025;1;1;0;0;0;1;0;1;0;0;0;;SEDE;2025;Período Contable;0,75;7;;7;SEDE;#N/D;#N/D;1011167374;374;
00374 TERMINAL PUNTA COLORADA;1000070427;40;ZPAN;PM ADMINISTRACION CA;;0;;;;MREYNA;1011168;FRAZADA 1 1/2 PLAZA;2;Materiales usuales;CUMPLIDO;MR01;22;17/7/2025;6/8/2025;agosto;10126324;40;1;17/7/2025;17/7/2025;374;4500104050;100;P374;1;WDILLMAN;18/7/2025;18/7/2025;30/7/2025;30/7/2025;374;CASA PATRICELLI SOC. LEY 19550 CAP.;2;0;;2;5000139252;19/7/2025;P374;8;1;19/7/2025;DCALLE;;;0;0;;;;;;;;;0;;;;19/7/2025;1;1;0;0;0;1;0;1;0;0;0;;SEDE;2025;Período Contable;0,75;7;;7;SEDE;#N/D;#N/D;1011168374;374;
00374 TERMINAL PUNTA COLORADA;1000070427;50;ZPAN;PM ADMINISTRACION CA;;0;;;;MREYNA;1011169;FRAZADA 2 1/2 PLAZAS;1;Materiales usuales;CUMPLIDO;MR01;22;17/7/2025;6/8/2025;agosto;10126324;50;1;17/7/2025;17/7/2025;374;4500104050;90;P374;1;WDILLMAN;18/7/2025;18/7/2025;30/7/2025;30/7/2025;374;CASA PATRICELLI SOC. LEY 19550 CAP.;1;0;;1;5000139252;19/7/2025;P374;7;1;19/7/2025;DCALLE;;;0;0;;;;;;;;;0;;;;19/7/2025;1;1;0;0;0;1;0;1;0;0;0;;SEDE;2025;Período Contable;0,75;7;;7;SEDE;#N/D;#N/D;1011169374;374;
00374 TERMINAL PUNTA COLORADA;1000070427;60;ZPAN;PM ADMINISTRACION CA;;0;;;;MREYNA;1012860;ACOLCHADO 1 1/2 PLAZA;2;Materiales genericos;CUMPLIDO;MR01;22;17/7/2025;6/8/2025;agosto;10126324;60;1;17/7/2025;17/7/2025;374;4500104050;30;P374;1;WDILLMAN;18/7/2025;18/7/2025;30/7/2025;30/7/2025;374;CASA PATRICELLI SOC. LEY 19550 CAP.;2;0;;2;5000139252;19/7/2025;P374;2;1;19/7/2025;DCALLE;;;0;0;;;;;;;;;0;;;;19/7/2025;1;1;0;0;0;1;0;1;0;0;0;;SEDE;2025;Período Contable;0,75;7;;7;SEDE;#N/D;#N/D;1012860374;374;
00374 TERMINAL PUNTA COLORADA;1000070427;70;ZPAN;PM ADMINISTRACION CA;;0;;;;MREYNA;1012860;ACOLCHADO 2 1/2 PLAZAS;1;Materiales genericos;CUMPLIDO;MR01;22;17/7/2025;6/8/2025;agosto;10126324;70;1;17/7/2025;17/7/2025;374;4500104050;20;P374;1;WDILLMAN;18/7/2025;18/7/2025;30/7/2025;30/7/2025;374;CASA PATRICELLI SOC. LEY 19550 CAP.;1;0;;1;5000139252;19/7/2025;P374;1;1;19/7/2025;DCALLE;;;0;0;;;;;;;;;0;;;;19/7/2025;1;1;0;0;0;1;0;1;0;0;0;;SEDE;2025;Período Contable;0,75;7;;7;SEDE;#N/D;#N/D;1012860374;374;
00374 TERMINAL PUNTA COLORADA;1000070427;80;ZPAN;PM ADMINISTRACION CA;;0;;;;MREYNA;1011149;HELADERA C FREEZER 227 LTS;1;Materiales usuales;CUMPLIDO;MR01;22;17/7/2025;6/8/2025;agosto;10126324;80;1;17/7/2025;17/7/2025;374;4500104051;20;P374;1;WDILLMAN;18/7/2025;18/7/2025;30/7/2025;30/7/2025;374;CASA PATRICELLI SOC. LEY 19550 CAP.;1;0;;1;5000139244;19/7/2025;P374;2;1;19/7/2025;DCALLE;;;0;0;;;;;;;;;0;;;;19/7/2025;1;1;0;0;0;1;0;1;0;0;0;;SEDE;2025;Período Contable;0,75;7;;7;SEDE;#N/D;#N/D;1011149374;374;
00374 TERMINAL PUNTA COLORADA;1000070427;90;ZPAN;PM ADMINISTRACION CA;;0;;;;MREYNA;1011165;ALMOHADA;3;Materiales usuales;CUMPLIDO;MR01;22;17/7/2025;6/8/2025;agosto;10126324;90;1;17/7/2025;17/7/2025;374;4500104050;60;P374;1;WDILLMAN;18/7/2025;18/7/2025;30/7/2025;30/7/2025;374;CASA PATRICELLI SOC. LEY 19550 CAP.;3;0;;3;5000139252;19/7/2025;P374;4;1;19/7/2025;DCALLE;;;0;0;;;;;;;;;0;;;;19/7/2025;1;1;0;0;0;1;0;1;0;0;0;;SEDE;2025;Período Contable;0,75;7;;7;SEDE;#N/D;#N/D;1011165374;374;
00374 TERMINAL PUNTA COLORADA;1000070427;100;ZPAN;PM ADMINISTRACION CA;;0;;;;MREYNA;1012860;PLACARD DOS PUERTAS;3;Materiales genericos;CUMPLIDO;MR01;22;17/7/2025;6/8/2025;agosto;10126324;100;1;17/7/2025;17/7/2025;374;4500104051;10;P374;1;WDILLMAN;18/7/2025;18/7/2025;30/7/2025;30/7/2025;374;CASA PATRICELLI SOC. LEY 19550 CAP.;3;0;;3;5000139244;19/7/2025;P374;1;1;19/7/2025;DCALLE;;;0;0;;;;;;;;;0;;;;19/7/2025;1;1;0;0;0;1;0;1;0;0;0;;SEDE;2025;Período Contable;0,75;7;;7;SEDE;#N/D;#N/D;1012860374;374;
00374 TERMINAL PUNTA COLORADA;1000070435;10;ZPAN;PIM 73 COMPRA TUBOS;;0;;;;MREYNA;1012896;TUBO 28  ENCASTRE 1/2;1;Materiales genericos;CUMPLIDO;MR01;1;17/7/2025;6/8/2025;agosto;10126330;10;1;17/7/2025;17/7/2025;374;4500104088;50;0374;1;WDILLMAN;19/7/2025;19/7/2025;30/7/2025;13/8/2025;374;SCHVAB JULIO CESAR;1;0;;1;5000141394;8/8/2025;0374;4;1;8/8/2025;ACHIAINO;;;0;0;;;;;;;;;0;;;;8/8/2025;1;1;0;0;0;0;0;0;1;0;1;2;SEDE;2025;Período Contable;0,75;7;-5;7;SEDE;#N/D;#N/D;1012896374;374;
00374 TERMINAL PUNTA COLORADA;1000070435;20;ZPAN;PIM 73 COMPRA TUBOS;;0;;;;MREYNA;1012896;TUBO 28 ENCASTRE 3/4;1;Materiales genericos;CUMPLIDO;MR01;1;17/7/2025;6/8/2025;agosto;10126330;20;1;17/7/2025;17/7/2025;374;4500104088;40;0374;1;WDILLMAN;19/7/2025;19/7/2025;30/7/2025;13/8/2025;374;SCHVAB JULIO CESAR;1;0;;1;5000141394;8/8/2025;0374;3;1;8/8/2025;ACHIAINO;;;0;0;;;;;;;;;0;;;;8/8/2025;1;1;0;0;0;0;0;0;1;0;1;2;SEDE;2025;Período Contable;0,75;7;-5;7;SEDE;#N/D;#N/D;1012896374;374;
00374 TERMINAL PUNTA COLORADA;1000070435;30;ZPAN;PIM 73 COMPRA TUBOS;;0;;;;MREYNA;1012896;TUBO 29 ENCASTRE 1/2;1;Materiales genericos;CUMPLIDO;MR01;1;17/7/2025;6/8/2025;agosto;10126330;30;1;17/7/2025;17/7/2025;374;4500104088;20;0374;1;WDILLMAN;19/7/2025;19/7/2025;30/7/2025;13/8/2025;374;SCHVAB JULIO CESAR;1;0;;1;5000141394;8/8/2025;0374;2;1;8/8/2025;ACHIAINO;;;0;0;;;;;;;;;0;;;;8/8/2025;1;1;0;0;0;0;0;0;1;0;1;2;SEDE;2025;Período Contable;0,75;7;-5;7;SEDE;#N/D;#N/D;1012896374;374;
00374 TERMINAL PUNTA COLORADA;1000070435;40;ZPAN;PIM 73 COMPRA TUBOS;;0;;;;MREYNA;1012896;TUBO 29 ENCASTRE 3/4;1;Materiales genericos;CUMPLIDO;MR01;1;17/7/2025;6/8/2025;agosto;10126330;40;1;17/7/2025;17/7/2025;374;4500104088;10;0374;1;WDILLMAN;19/7/2025;19/7/2025;30/7/2025;13/8/2025;374;SCHVAB JULIO CESAR;1;0;;1;5000141394;8/8/2025;0374;1;1;8/8/2025;ACHIAINO;;;0;0;;;;;;;;;0;;;;8/8/2025;1;1;0;0;0;0;0;0;1;0;1;2;SEDE;2025;Período Contable;0,75;7;-5;7;SEDE;#N/D;#N/D;1012896374;374;
00374 TERMINAL PUNTA COLORADA;1000070435;50;ZPAN;PIM 73 COMPRA TUBOS;;0;;;;MREYNA;1012896;"TUBO 33 ALTO IMPACTO ENCASTRE 1""";1;Materiales genericos;CUMPLIDO;MR01;1;17/7/2025;6/8/2025;agosto;10126330;50;1;17/7/2025;17/7/2025;374;4500104088;30;0374;1;WDILLMAN;19/7/2025;19/7/2025;30/7/2025;20/8/2025;374;SCHVAB JULIO CESAR;1;0;;1;5000142215;15/8/2025;0374;1;1;15/8/2025;LFALCON;;;0;0;;;;;;;;;0;;;;15/8/2025;1;1;0;0;0;0;0;0;1;0;1;9;SEDE;2025;Período Contable;0,75;7;2;7;SEDE;#N/D;#N/D;1012896374;374;
00374 TERMINAL PUNTA COLORADA;1000070435;60;ZPAN;PIM 73 COMPRA TUBOS;;0;;;;MREYNA;1030013;ADAPTADOR 1/2 A 3/4;2;Materiales genericos;CUMPLIDO;MR01;1;17/7/2025;6/8/2025;agosto;10126330;60;1;17/7/2025;17/7/2025;374;4500104088;60;0374;1;WDILLMAN;19/7/2025;19/7/2025;30/7/2025;13/8/2025;374;SCHVAB JULIO CESAR;2;0;;2;5000141394;8/8/2025;0374;5;1;8/8/2025;ACHIAINO;;;0;0;;;;;;;;;0;;;;8/8/2025;1;1;0;0;0;0;0;0;1;0;1;2;SEDE;2025;Período Contable;0,75;7;-5;7;SEDE;#N/D;#N/D;1030013374;374;
00374 TERMINAL PUNTA COLORADA;1000070435;70;ZPAN;PIM 73 COMPRA TUBOS;;0;;;;MREYNA;1012392;LLAVE COMBINADA NB 19;4;Materiales usuales;CUMPLIDO;MR01;1;17/7/2025;6/8/2025;agosto;10126330;70;1;17/7/2025;17/7/2025;374;4500104088;70;0374;1;WDILLMAN;19/7/2025;19/7/2025;30/7/2025;13/8/2025;374;SCHVAB JULIO CESAR;4;0;;4;5000141394;8/8/2025;0374;6;1;8/8/2025;ACHIAINO;;;0;0;;;;;;;;;0;;;;8/8/2025;1;1;0;0;0;0;0;0;1;0;1;2;SEDE;2025;Período Contable;0,75;7;-5;7;SEDE;#N/D;#N/D;1012392374;374;
00374 TERMINAL PUNTA COLORADA;1000070439;10;ZPAN;PM ADMIN.CASA PAEZ S;;0;;;;MREYNA;1012896;BURLETE PARA PUERTA;2;Materiales genericos;CUMPLIDO;MR01;22;17/7/2025;6/8/2025;agosto;10126333;10;1;17/7/2025;17/7/2025;374;4500104052;10;P374;1;WDILLMAN;18/7/2025;18/7/2025;30/7/2025;30/7/2025;374;CASA PATRICELLI SOC. LEY 19550 CAP.;2;0;;2;5000139248;19/7/2025;P374;1;1;19/7/2025;DCALLE;;;0;0;;;;;;;;;0;;;;19/7/2025;1;1;0;0;0;1;0;1;0;0;0;;SEDE;2025;Período Contable;0,75;7;;7;SEDE;#N/D;#N/D;1012896374;374;
00374 TERMINAL PUNTA COLORADA;1000070439;20;ZPAN;PM ADMIN.CASA PAEZ S;;0;;;;MREYNA;1011199;CUCHILLO SIERRA;6;Materiales usuales;CUMPLIDO;MR01;22;17/7/2025;6/8/2025;agosto;10126333;20;1;17/7/2025;17/7/2025;374;4500104052;20;P374;1;WDILLMAN;18/7/2025;18/7/2025;30/7/2025;30/7/2025;374;CASA PATRICELLI SOC. LEY 19550 CAP.;6;0;;6;5000139248;19/7/2025;P374;2;1;19/7/2025;DCALLE;;;0;0;;;;;;;;;0;;;;19/7/2025;1;1;0;0;0;1;0;1;0;0;0;;SEDE;2025;Período Contable;0,75;7;;7;SEDE;#N/D;#N/D;1011199374;374;
00374 TERMINAL PUNTA COLORADA;1000070439;30;ZPAN;PM ADMIN.CASA PAEZ S;;0;;;;MREYNA;1012652;CUCHILLO GRANDE DE COCINA;1;Materiales genericos;CUMPLIDO;MR01;22;17/7/2025;6/8/2025;agosto;10126333;30;1;17/7/2025;17/7/2025;374;4500104052;70;P374;1;WDILLMAN;18/7/2025;18/7/2025;30/7/2025;30/7/2025;374;CASA PATRICELLI SOC. LEY 19550 CAP.;1;0;;1;5000139248;19/7/2025;P374;7;1;19/7/2025;DCALLE;;;0;0;;;;;;;;;0;;;;19/7/2025;1;1;0;0;0;1;0;1;0;0;0;;SEDE;2025;Período Contable;0,75;7;;7;SEDE;#N/D;#N/D;1012652374;374;
00374 TERMINAL PUNTA COLORADA;1000070439;40;ZPAN;PM ADMIN.CASA PAEZ S;;0;;;;MREYNA;1012652;PELA PAPA;1;Materiales genericos;CUMPLIDO;MR01;22;17/7/2025;6/8/2025;agosto;10126333;40;1;17/7/2025;17/7/2025;374;4500104052;60;P374;1;WDILLMAN;18/7/2025;18/7/2025;30/7/2025;30/7/2025;374;CASA PATRICELLI SOC. LEY 19550 CAP.;1;0;;1;5000139248;19/7/2025;P374;6;1;19/7/2025;DCALLE;;;0;0;;;;;;;;;0;;;;19/7/2025;1;1;0;0;0;1;0;1;0;0;0;;SEDE;2025;Período Contable;0,75;7;;7;SEDE;#N/D;#N/D;1012652374;374;
